Code,Name,Category,Price,Stock,Unit,Description
P0736,Shampoo 9g,Cuidado personal,15244.1,208,unidad,"Shampoo 9g de alta calidad, categoría cuidado personal."
P0737,Acondicionador 454g,Cuidado personal,859.44,170,unidad,"Acondicionador 454g de alta calidad, categoría cuidado personal."
P0738,Pan integral 172g,Panadería,17062.05,82,kg,"Pan integral 172g de alta calidad, categoría panadería."
P0739,Jugo de naranja 135g,Bebidas,17128.03,104,unidad,"Jugo de naranja 135g de alta calidad, categoría bebidas."
P0740,Mango 290g,Frutas,17488.25,251,litro,"Mango 290g de alta calidad, categoría frutas."
P0741,Bebida energética 240g,Bebidas,13830.54,31,kg,"Bebida energética 240g de alta calidad, categoría bebidas."
P0742,Acondicionador 302g,Cuidado personal,2615.85,15,unidad,"Acondicionador 302g de alta calidad, categoría cuidado personal."
P0743,Apio 62g,Verduras,17753.66,93,litro,"Apio 62g de alta calidad, categoría verduras."
P0744,Mango 153g,Frutas,14183.96,191,unidad,"Mango 153g de alta calidad, categoría frutas."
P0745,Cebolla 249g,Verduras,15198.87,51,paquete,"Cebolla 249g de alta calidad, categoría verduras."
P0746,Cloro 260g,Limpieza,16553.91,200,litro,"Cloro 260g de alta calidad, categoría limpieza."
P0747,Pan de centeno 115g,Panadería,7497.24,278,litro,"Pan de centeno 115g de alta calidad, categoría panadería."
P0748,Costilla de cerdo 323g,Carnes,6946.42,43,unidad,"Costilla de cerdo 323g de alta calidad, categoría carnes."
P0749,Limpiapisos 355g,Limpieza,19764.48,178,paquete,"Limpiapisos 355g de alta calidad, categoría limpieza."
P0750,Toallas húmedas 364g,Cuidado personal,10563.85,187,litro,"Toallas húmedas 364g de alta calidad, categoría cuidado personal."
P0751,Melón 278g,Frutas,950.88,57,paquete,"Melón 278g de alta calidad, categoría frutas."
P0752,Lasaña congelada 38g,Congelado,16344.37,21,litro,"Lasaña congelada 38g de alta calidad, categoría congelado."
P0753,Carne molida 291g,Carnes,11665.46,127,unidad,"Carne molida 291g de alta calidad, categoría carnes."
P0754,Crema facial 20g,Cuidado personal,9233.92,27,paquete,"Crema facial 20g de alta calidad, categoría cuidado personal."
P0755,Yogur natural 172g,Lácteos,8519.48,45,unidad,"Yogur natural 172g de alta calidad, categoría lácteos."
P0756,Pizza congelada 285g,Congelado,18248.88,62,paquete,"Pizza congelada 285g de alta calidad, categoría congelado."
P0757,Arroz 151g,Abarrotes,1072.69,240,litro,"Arroz 151g de alta calidad, categoría abarrotes."
P0758,Coliflor 16g,Verduras,11193.31,46,unidad,"Coliflor 16g de alta calidad, categoría verduras."
P0759,Apio 189g,Verduras,14574.58,41,paquete,"Apio 189g de alta calidad, categoría verduras."
P0760,Queso fresco 78g,Lácteos,2483.41,231,litro,"Queso fresco 78g de alta calidad, categoría lácteos."
P0761,Donas glaseadas 374g,Panadería,4014.58,177,unidad,"Donas glaseadas 374g de alta calidad, categoría panadería."
P0762,Pepino 345g,Verduras,2620.57,251,litro,"Pepino 345g de alta calidad, categoría verduras."
P0763,Pizza congelada 288g,Congelado,19867.42,38,litro,"Pizza congelada 288g de alta calidad, categoría congelado."
P0764,Donas glaseadas 481g,Panadería,2489.76,293,unidad,"Donas glaseadas 481g de alta calidad, categoría panadería."
P0765,Filete de pescado 83g,Carnes,18328.53,53,paquete,"Filete de pescado 83g de alta calidad, categoría carnes."
P0766,Agua con gas 232g,Bebidas,7041.51,20,kg,"Agua con gas 232g de alta calidad, categoría bebidas."
P0767,Tomate 100g,Verduras,15618.71,292,litro,"Tomate 100g de alta calidad, categoría verduras."
P0768,Café frío 201g,Bebidas,11542.73,144,unidad,"Café frío 201g de alta calidad, categoría bebidas."
P0769,Tocino ahumado 404g,Carnes,18406.52,219,litro,"Tocino ahumado 404g de alta calidad, categoría carnes."
P0770,Suavizante de ropa 91g,Limpieza,16563.93,125,unidad,"Suavizante de ropa 91g de alta calidad, categoría limpieza."
P0771,Desodorante 280g,Cuidado personal,12997.54,29,unidad,"Desodorante 280g de alta calidad, categoría cuidado personal."
P0772,Costilla de cerdo 434g,Carnes,16265.99,271,litro,"Costilla de cerdo 434g de alta calidad, categoría carnes."
P0773,Manzana 1g,Frutas,14774.61,87,kg,"Manzana 1g de alta calidad, categoría frutas."
P0774,Yogur natural 64g,Lácteos,5086.7,107,litro,"Yogur natural 64g de alta calidad, categoría lácteos."
P0775,Paletas de frutas 219g,Congelado,5910.43,219,litro,"Paletas de frutas 219g de alta calidad, categoría congelado."
P0776,Jugo de piña 283g,Bebidas,10181.43,48,paquete,"Jugo de piña 283g de alta calidad, categoría bebidas."
P0777,Bollos dulces 326g,Panadería,13099.71,259,litro,"Bollos dulces 326g de alta calidad, categoría panadería."
P0778,Pepino 401g,Verduras,7630.04,295,unidad,"Pepino 401g de alta calidad, categoría verduras."
P0779,Leche entera 459g,Lácteos,6134.4,174,unidad,"Leche entera 459g de alta calidad, categoría lácteos."
P0780,Croissant 220g,Panadería,17111.28,27,paquete,"Croissant 220g de alta calidad, categoría panadería."
P0781,Donas glaseadas 348g,Panadería,4515.91,244,kg,"Donas glaseadas 348g de alta calidad, categoría panadería."
P0782,Espinaca 114g,Verduras,7872.95,128,kg,"Espinaca 114g de alta calidad, categoría verduras."
P0783,Crema facial 90g,Cuidado personal,18931.91,79,kg,"Crema facial 90g de alta calidad, categoría cuidado personal."
P0784,Galletas de avena 457g,Panadería,5434.36,17,paquete,"Galletas de avena 457g de alta calidad, categoría panadería."
P0785,Helado de chocolate 455g,Congelado,11380.12,57,kg,"Helado de chocolate 455g de alta calidad, categoría congelado."
P0786,Pan baguette 234g,Panadería,11081.87,161,paquete,"Pan baguette 234g de alta calidad, categoría panadería."
P0787,Filete de pescado 34g,Carnes,2532.78,160,paquete,"Filete de pescado 34g de alta calidad, categoría carnes."
P0788,Donas glaseadas 157g,Panadería,6174.67,100,litro,"Donas glaseadas 157g de alta calidad, categoría panadería."
P0789,Pan blanco 71g,Panadería,14819.41,14,paquete,"Pan blanco 71g de alta calidad, categoría panadería."
P0790,Melón 52g,Frutas,7488.1,36,unidad,"Melón 52g de alta calidad, categoría frutas."
P0791,Pasta corta 378g,Abarrotes,15303.4,183,paquete,"Pasta corta 378g de alta calidad, categoría abarrotes."
P0792,Manzana 176g,Frutas,9344.14,291,paquete,"Manzana 176g de alta calidad, categoría frutas."
P0793,Empanadas congeladas 479g,Congelado,18459.62,107,paquete,"Empanadas congeladas 479g de alta calidad, categoría congelado."
P0794,Desodorante 35g,Cuidado personal,4383.0,195,unidad,"Desodorante 35g de alta calidad, categoría cuidado personal."
P0795,Desinfectante 470g,Limpieza,8999.42,60,kg,"Desinfectante 470g de alta calidad, categoría limpieza."
P0796,Mango 160g,Frutas,14874.77,223,litro,"Mango 160g de alta calidad, categoría frutas."
P0797,Jabón líquido 184g,Cuidado personal,15683.34,287,litro,"Jabón líquido 184g de alta calidad, categoría cuidado personal."
P0798,Piña 442g,Frutas,13519.59,269,unidad,"Piña 442g de alta calidad, categoría frutas."
P0799,Toallas desinfectantes 77g,Limpieza,9870.59,284,kg,"Toallas desinfectantes 77g de alta calidad, categoría limpieza."
P0800,Mantequilla 260g,Lácteos,5595.3,90,kg,"Mantequilla 260g de alta calidad, categoría lácteos."
P0801,Leche condensada 333g,Lácteos,6986.56,188,litro,"Leche condensada 333g de alta calidad, categoría lácteos."
P0802,Galletas de avena 260g,Panadería,2526.61,282,paquete,"Galletas de avena 260g de alta calidad, categoría panadería."
P0803,Uva 475g,Frutas,8954.52,44,litro,"Uva 475g de alta calidad, categoría frutas."
P0804,Paletas de frutas 462g,Congelado,6113.35,71,kg,"Paletas de frutas 462g de alta calidad, categoría congelado."
P0805,Pimiento 147g,Verduras,9027.98,38,paquete,"Pimiento 147g de alta calidad, categoría verduras."
P0806,Empanadas congeladas 331g,Congelado,11594.26,183,litro,"Empanadas congeladas 331g de alta calidad, categoría congelado."
P0807,Mantequilla 465g,Lácteos,17202.37,225,paquete,"Mantequilla 465g de alta calidad, categoría lácteos."
P0808,Agua embotellada 317g,Bebidas,4284.76,50,kg,"Agua embotellada 317g de alta calidad, categoría bebidas."
P0809,Salchichas 12g,Carnes,18143.04,148,paquete,"Salchichas 12g de alta calidad, categoría carnes."
P0810,Limpiavidrios 379g,Limpieza,6943.1,52,kg,"Limpiavidrios 379g de alta calidad, categoría limpieza."
P0811,Azúcar blanca 498g,Abarrotes,940.1,54,unidad,"Azúcar blanca 498g de alta calidad, categoría abarrotes."
P0812,Piña 415g,Frutas,7629.28,229,unidad,"Piña 415g de alta calidad, categoría frutas."
P0813,Jugo de piña 423g,Bebidas,3558.43,26,litro,"Jugo de piña 423g de alta calidad, categoría bebidas."
P0814,Toallas desinfectantes 496g,Limpieza,5362.42,298,paquete,"Toallas desinfectantes 496g de alta calidad, categoría limpieza."
P0815,Pan de centeno 452g,Panadería,11657.17,118,unidad,"Pan de centeno 452g de alta calidad, categoría panadería."
P0816,Helado de chocolate 446g,Congelado,12436.35,11,litro,"Helado de chocolate 446g de alta calidad, categoría congelado."
P0817,Carne molida 307g,Carnes,9558.24,121,litro,"Carne molida 307g de alta calidad, categoría carnes."
P0818,Naranja 208g,Frutas,14884.49,234,kg,"Naranja 208g de alta calidad, categoría frutas."
P0819,Salchichas 250g,Carnes,18908.42,180,unidad,"Salchichas 250g de alta calidad, categoría carnes."
P0820,Frijoles negros 419g,Abarrotes,2663.2,217,litro,"Frijoles negros 419g de alta calidad, categoría abarrotes."
P0821,Pepino 476g,Verduras,17489.42,95,unidad,"Pepino 476g de alta calidad, categoría verduras."
P0822,Costilla de cerdo 333g,Carnes,6916.94,99,litro,"Costilla de cerdo 333g de alta calidad, categoría carnes."
P0823,Atún en lata 136g,Abarrotes,4827.94,159,unidad,"Atún en lata 136g de alta calidad, categoría abarrotes."
P0824,Lechuga 232g,Verduras,6608.82,158,paquete,"Lechuga 232g de alta calidad, categoría verduras."
P0825,Papas fritas congeladas 471g,Congelado,13964.56,179,unidad,"Papas fritas congeladas 471g de alta calidad, categoría congelado."
P0826,Sal yodada 396g,Abarrotes,17913.79,219,paquete,"Sal yodada 396g de alta calidad, categoría abarrotes."
P0827,Cerveza artesanal 322g,Bebidas,17706.97,274,litro,"Cerveza artesanal 322g de alta calidad, categoría bebidas."
P0828,Jabón líquido 157g,Cuidado personal,17137.45,212,unidad,"Jabón líquido 157g de alta calidad, categoría cuidado personal."
P0829,Shampoo 145g,Cuidado personal,1815.93,64,paquete,"Shampoo 145g de alta calidad, categoría cuidado personal."
P0830,Jabón líquido 373g,Cuidado personal,16203.87,244,paquete,"Jabón líquido 373g de alta calidad, categoría cuidado personal."
P0831,Refresco de cola 287g,Bebidas,3748.53,247,unidad,"Refresco de cola 287g de alta calidad, categoría bebidas."
P0832,Crema corporal 202g,Cuidado personal,10389.32,48,paquete,"Crema corporal 202g de alta calidad, categoría cuidado personal."
P0833,Jabón en barra 71g,Limpieza,8114.33,54,unidad,"Jabón en barra 71g de alta calidad, categoría limpieza."
P0834,Leche entera 324g,Lácteos,16846.31,180,unidad,"Leche entera 324g de alta calidad, categoría lácteos."
P0835,Pan integral 452g,Panadería,3375.75,91,paquete,"Pan integral 452g de alta calidad, categoría panadería."
P0836,Leche en polvo 449g,Lácteos,11347.77,220,kg,"Leche en polvo 449g de alta calidad, categoría lácteos."
P0837,Harina de trigo 468g,Abarrotes,1780.85,127,litro,"Harina de trigo 468g de alta calidad, categoría abarrotes."
P0838,Croissant 158g,Panadería,6192.32,91,litro,"Croissant 158g de alta calidad, categoría panadería."
P0839,Papaya 443g,Frutas,9396.98,252,kg,"Papaya 443g de alta calidad, categoría frutas."
P0840,Shampoo 324g,Cuidado personal,6229.45,45,litro,"Shampoo 324g de alta calidad, categoría cuidado personal."
P0841,Cerveza artesanal 241g,Bebidas,13580.15,229,kg,"Cerveza artesanal 241g de alta calidad, categoría bebidas."
P0842,Limpiapisos 313g,Limpieza,16673.82,113,unidad,"Limpiapisos 313g de alta calidad, categoría limpieza."
P0843,Té verde 82g,Bebidas,13843.25,272,kg,"Té verde 82g de alta calidad, categoría bebidas."
P0844,Yogur natural 359g,Lácteos,16322.2,162,kg,"Yogur natural 359g de alta calidad, categoría lácteos."
P0845,Papaya 203g,Frutas,1961.51,192,kg,"Papaya 203g de alta calidad, categoría frutas."
P0846,Jabón en barra 363g,Limpieza,16863.54,190,kg,"Jabón en barra 363g de alta calidad, categoría limpieza."
P0847,Jabón líquido 483g,Cuidado personal,10448.94,103,kg,"Jabón líquido 483g de alta calidad, categoría cuidado personal."
P0848,Toallas desinfectantes 283g,Limpieza,2408.18,98,litro,"Toallas desinfectantes 283g de alta calidad, categoría limpieza."
P0849,Manzana 453g,Frutas,6397.88,260,paquete,"Manzana 453g de alta calidad, categoría frutas."
P0850,Banano 162g,Frutas,8069.69,267,unidad,"Banano 162g de alta calidad, categoría frutas."
P0851,Muslos de pollo 302g,Carnes,12996.25,297,kg,"Muslos de pollo 302g de alta calidad, categoría carnes."
P0852,Mantequilla 368g,Lácteos,10044.91,186,kg,"Mantequilla 368g de alta calidad, categoría lácteos."
P0853,Pan blanco 420g,Panadería,16017.37,286,unidad,"Pan blanco 420g de alta calidad, categoría panadería."
P0854,Pizza congelada 425g,Congelado,6079.92,153,paquete,"Pizza congelada 425g de alta calidad, categoría congelado."
P0855,Filete de pescado 113g,Carnes,18078.34,61,unidad,"Filete de pescado 113g de alta calidad, categoría carnes."
P0856,Helado de chocolate 348g,Congelado,12525.56,128,paquete,"Helado de chocolate 348g de alta calidad, categoría congelado."
P0857,Jabón en barra 232g,Limpieza,2908.12,131,litro,"Jabón en barra 232g de alta calidad, categoría limpieza."
P0858,Nuggets de pollo 381g,Congelado,4225.69,141,kg,"Nuggets de pollo 381g de alta calidad, categoría congelado."
P0859,Queso fresco 176g,Lácteos,4272.82,147,litro,"Queso fresco 176g de alta calidad, categoría lácteos."
P0860,Jugo de piña 321g,Bebidas,13700.67,200,unidad,"Jugo de piña 321g de alta calidad, categoría bebidas."
P0861,Harina de trigo 53g,Abarrotes,17432.7,281,paquete,"Harina de trigo 53g de alta calidad, categoría abarrotes."
P0862,Melón 283g,Frutas,5596.17,22,paquete,"Melón 283g de alta calidad, categoría frutas."
P0863,Zanahoria 317g,Verduras,3835.65,230,paquete,"Zanahoria 317g de alta calidad, categoría verduras."
P0864,Croissant 254g,Panadería,3939.75,200,litro,"Croissant 254g de alta calidad, categoría panadería."
P0865,Papaya 372g,Frutas,15487.19,179,litro,"Papaya 372g de alta calidad, categoría frutas."
P0866,Carne molida 327g,Carnes,16444.46,54,litro,"Carne molida 327g de alta calidad, categoría carnes."
P0867,Sal yodada 436g,Abarrotes,15333.9,219,paquete,"Sal yodada 436g de alta calidad, categoría abarrotes."
P0868,Helado de vainilla 303g,Congelado,4572.91,275,kg,"Helado de vainilla 303g de alta calidad, categoría congelado."
P0869,Queque de chocolate 6g,Panadería,11272.6,124,unidad,"Queque de chocolate 6g de alta calidad, categoría panadería."
P0870,Pan blanco 266g,Panadería,2212.61,144,paquete,"Pan blanco 266g de alta calidad, categoría panadería."
P0871,Yogur natural 341g,Lácteos,3787.04,281,unidad,"Yogur natural 341g de alta calidad, categoría lácteos."
P0872,Mango 161g,Frutas,4998.67,243,kg,"Mango 161g de alta calidad, categoría frutas."
P0873,Limpiapisos 419g,Limpieza,15648.73,247,litro,"Limpiapisos 419g de alta calidad, categoría limpieza."
P0874,Refresco de cola 48g,Bebidas,19383.61,52,litro,"Refresco de cola 48g de alta calidad, categoría bebidas."
P0875,Salchichas 187g,Carnes,889.82,294,litro,"Salchichas 187g de alta calidad, categoría carnes."
P0876,Paletas de frutas 459g,Congelado,3608.31,203,kg,"Paletas de frutas 459g de alta calidad, categoría congelado."
P0877,Jugo de naranja 66g,Bebidas,3632.73,279,paquete,"Jugo de naranja 66g de alta calidad, categoría bebidas."
P0878,Jabón líquido 251g,Cuidado personal,14935.52,204,kg,"Jabón líquido 251g de alta calidad, categoría cuidado personal."
P0879,Naranja 322g,Frutas,12105.39,146,unidad,"Naranja 322g de alta calidad, categoría frutas."
P0880,Pan baguette 360g,Panadería,3402.93,257,litro,"Pan baguette 360g de alta calidad, categoría panadería."
P0881,Nuggets de pollo 479g,Congelado,13193.78,80,litro,"Nuggets de pollo 479g de alta calidad, categoría congelado."
P0882,Limpiavidrios 53g,Limpieza,15394.65,267,litro,"Limpiavidrios 53g de alta calidad, categoría limpieza."
P0883,Lechuga 192g,Verduras,11690.68,94,unidad,"Lechuga 192g de alta calidad, categoría verduras."
P0884,Pan integral 28g,Panadería,7094.54,299,litro,"Pan integral 28g de alta calidad, categoría panadería."
P0885,Crema facial 430g,Cuidado personal,2335.96,226,unidad,"Crema facial 430g de alta calidad, categoría cuidado personal."
P0886,Pan baguette 69g,Panadería,11169.0,192,kg,"Pan baguette 69g de alta calidad, categoría panadería."
P0887,Refresco de cola 350g,Bebidas,2257.89,295,litro,"Refresco de cola 350g de alta calidad, categoría bebidas."
P0888,Mantequilla 322g,Lácteos,16429.89,40,litro,"Mantequilla 322g de alta calidad, categoría lácteos."
P0889,Filete de pescado 264g,Congelado,15157.92,198,litro,"Filete de pescado 264g de alta calidad, categoría congelado."
P0890,Queque de chocolate 335g,Panadería,10929.59,254,kg,"Queque de chocolate 335g de alta calidad, categoría panadería."
P0891,Pan de centeno 431g,Panadería,15622.45,67,unidad,"Pan de centeno 431g de alta calidad, categoría panadería."
P0892,Pan de hamburguesa 12g,Panadería,2477.74,135,paquete,"Pan de hamburguesa 12g de alta calidad, categoría panadería."
P0893,Salchichas 474g,Carnes,14072.3,128,unidad,"Salchichas 474g de alta calidad, categoría carnes."
P0894,Queso mozzarella 269g,Lácteos,10107.29,96,unidad,"Queso mozzarella 269g de alta calidad, categoría lácteos."
P0895,Mango 129g,Frutas,2557.22,56,litro,"Mango 129g de alta calidad, categoría frutas."
P0896,Carne molida 101g,Carnes,19626.41,76,litro,"Carne molida 101g de alta calidad, categoría carnes."
P0897,Chuleta de cerdo 270g,Carnes,1637.83,181,unidad,"Chuleta de cerdo 270g de alta calidad, categoría carnes."
P0898,Yogur natural 278g,Lácteos,17154.81,190,kg,"Yogur natural 278g de alta calidad, categoría lácteos."
P0899,Apio 75g,Verduras,2635.21,274,unidad,"Apio 75g de alta calidad, categoría verduras."
P0900,Queso cheddar 309g,Lácteos,4877.73,141,unidad,"Queso cheddar 309g de alta calidad, categoría lácteos."
P0901,Mantequilla 218g,Lácteos,17067.61,224,kg,"Mantequilla 218g de alta calidad, categoría lácteos."
P0902,Muslos de pollo 123g,Carnes,7922.59,93,litro,"Muslos de pollo 123g de alta calidad, categoría carnes."
P0903,Galletas de avena 199g,Panadería,1049.68,123,litro,"Galletas de avena 199g de alta calidad, categoría panadería."
P0904,Café frío 177g,Bebidas,12029.48,65,litro,"Café frío 177g de alta calidad, categoría bebidas."
P0905,Leche entera 143g,Lácteos,12445.91,239,unidad,"Leche entera 143g de alta calidad, categoría lácteos."
P0906,Refresco de cola 495g,Bebidas,13368.52,232,kg,"Refresco de cola 495g de alta calidad, categoría bebidas."
P0907,Café frío 347g,Bebidas,17521.84,66,paquete,"Café frío 347g de alta calidad, categoría bebidas."
P0908,Pasta dental 40g,Cuidado personal,6777.85,222,paquete,"Pasta dental 40g de alta calidad, categoría cuidado personal."
P0909,Suavizante de ropa 138g,Limpieza,9847.1,37,kg,"Suavizante de ropa 138g de alta calidad, categoría limpieza."
P0910,Agua con gas 3g,Bebidas,8562.56,55,kg,"Agua con gas 3g de alta calidad, categoría bebidas."
P0911,Banano 247g,Frutas,10210.07,107,unidad,"Banano 247g de alta calidad, categoría frutas."
P0912,Sal yodada 132g,Abarrotes,5929.43,251,litro,"Sal yodada 132g de alta calidad, categoría abarrotes."
P0913,Sandía 446g,Frutas,15260.3,27,litro,"Sandía 446g de alta calidad, categoría frutas."
P0914,Harina de trigo 126g,Abarrotes,17583.42,137,paquete,"Harina de trigo 126g de alta calidad, categoría abarrotes."
P0915,Uva 469g,Frutas,1163.41,46,litro,"Uva 469g de alta calidad, categoría frutas."
P0916,Cerveza artesanal 164g,Bebidas,6109.71,166,paquete,"Cerveza artesanal 164g de alta calidad, categoría bebidas."
P0917,Crema corporal 63g,Cuidado personal,2286.32,237,kg,"Crema corporal 63g de alta calidad, categoría cuidado personal."
P0918,Refresco de limón 128g,Bebidas,14012.96,132,unidad,"Refresco de limón 128g de alta calidad, categoría bebidas."
P0919,Jabón líquido 72g,Cuidado personal,915.27,123,kg,"Jabón líquido 72g de alta calidad, categoría cuidado personal."
P0920,Jugo de naranja 8g,Bebidas,10777.08,204,paquete,"Jugo de naranja 8g de alta calidad, categoría bebidas."
P0921,Shampoo 132g,Cuidado personal,3285.3,22,litro,"Shampoo 132g de alta calidad, categoría cuidado personal."
P0922,Jugo de naranja 21g,Bebidas,18034.62,189,unidad,"Jugo de naranja 21g de alta calidad, categoría bebidas."
P0923,Enjuague bucal 479g,Cuidado personal,4536.96,145,litro,"Enjuague bucal 479g de alta calidad, categoría cuidado personal."
P0924,Chorizo 342g,Carnes,3680.01,93,kg,"Chorizo 342g de alta calidad, categoría carnes."
P0925,Toallas húmedas 367g,Cuidado personal,13596.08,203,litro,"Toallas húmedas 367g de alta calidad, categoría cuidado personal."
P0926,Lasaña congelada 372g,Congelado,11035.99,114,litro,"Lasaña congelada 372g de alta calidad, categoría congelado."
P0927,Galletas de avena 388g,Panadería,5126.16,98,paquete,"Galletas de avena 388g de alta calidad, categoría panadería."
P0928,Enjuague bucal 79g,Cuidado personal,2290.97,273,litro,"Enjuague bucal 79g de alta calidad, categoría cuidado personal."
P0929,Banano 464g,Frutas,11997.2,269,paquete,"Banano 464g de alta calidad, categoría frutas."
P0930,Helado de chocolate 460g,Congelado,11245.09,266,litro,"Helado de chocolate 460g de alta calidad, categoría congelado."
P0931,Leche entera 90g,Lácteos,9322.56,214,unidad,"Leche entera 90g de alta calidad, categoría lácteos."
P0932,Papas fritas congeladas 451g,Congelado,5394.95,166,litro,"Papas fritas congeladas 451g de alta calidad, categoría congelado."
P0933,Helado de vainilla 151g,Congelado,7873.91,145,kg,"Helado de vainilla 151g de alta calidad, categoría congelado."
P0934,Bebida energética 124g,Bebidas,8388.19,152,paquete,"Bebida energética 124g de alta calidad, categoría bebidas."
P0935,Bebida energética 408g,Bebidas,12431.82,115,paquete,"Bebida energética 408g de alta calidad, categoría bebidas."
P0936,Crema agria 156g,Lácteos,9501.35,64,paquete,"Crema agria 156g de alta calidad, categoría lácteos."
P0937,Detergente líquido 56g,Limpieza,11357.15,253,litro,"Detergente líquido 56g de alta calidad, categoría limpieza."
P0938,Pizza congelada 64g,Congelado,17653.28,87,kg,"Pizza congelada 64g de alta calidad, categoría congelado."
P0939,Desodorante 196g,Cuidado personal,8445.88,276,kg,"Desodorante 196g de alta calidad, categoría cuidado personal."
P0940,Lechuga 101g,Verduras,10747.75,169,unidad,"Lechuga 101g de alta calidad, categoría verduras."
P0941,Mango 100g,Frutas,18498.36,100,kg,"Mango 100g de alta calidad, categoría frutas."
P0942,Tocino ahumado 2g,Carnes,9796.33,165,unidad,"Tocino ahumado 2g de alta calidad, categoría carnes."
P0943,Crema agria 274g,Lácteos,14279.91,203,paquete,"Crema agria 274g de alta calidad, categoría lácteos."
P0944,Desodorante 16g,Cuidado personal,14530.91,101,paquete,"Desodorante 16g de alta calidad, categoría cuidado personal."
P0945,Jabón en barra 468g,Limpieza,1309.8,187,kg,"Jabón en barra 468g de alta calidad, categoría limpieza."
P0946,Leche entera 208g,Lácteos,6009.86,103,litro,"Leche entera 208g de alta calidad, categoría lácteos."
P0947,Leche condensada 293g,Lácteos,9821.0,147,litro,"Leche condensada 293g de alta calidad, categoría lácteos."
P0948,Pasta corta 132g,Abarrotes,16877.92,173,paquete,"Pasta corta 132g de alta calidad, categoría abarrotes."
P0949,Tomate 304g,Verduras,16686.73,296,unidad,"Tomate 304g de alta calidad, categoría verduras."
P0950,Arroz 309g,Abarrotes,16958.71,126,kg,"Arroz 309g de alta calidad, categoría abarrotes."
P0951,Yogur natural 146g,Lácteos,17081.4,135,kg,"Yogur natural 146g de alta calidad, categoría lácteos."
P0952,Sandía 200g,Frutas,4098.03,185,kg,"Sandía 200g de alta calidad, categoría frutas."
P0953,Tomate 417g,Verduras,9518.29,84,litro,"Tomate 417g de alta calidad, categoría verduras."
P0954,Aceite vegetal 448g,Abarrotes,17512.38,235,paquete,"Aceite vegetal 448g de alta calidad, categoría abarrotes."
P0955,Arroz 165g,Abarrotes,8663.0,263,kg,"Arroz 165g de alta calidad, categoría abarrotes."
P0956,Costilla de cerdo 107g,Carnes,17152.94,58,paquete,"Costilla de cerdo 107g de alta calidad, categoría carnes."
P0957,Acondicionador 483g,Cuidado personal,8352.24,23,kg,"Acondicionador 483g de alta calidad, categoría cuidado personal."
P0958,Lasaña congelada 230g,Congelado,13149.51,274,paquete,"Lasaña congelada 230g de alta calidad, categoría congelado."
P0959,Pan integral 170g,Panadería,19151.72,49,paquete,"Pan integral 170g de alta calidad, categoría panadería."
P0960,Costilla de cerdo 130g,Carnes,18764.63,124,paquete,"Costilla de cerdo 130g de alta calidad, categoría carnes."
P0961,Apio 297g,Verduras,2813.86,237,unidad,"Apio 297g de alta calidad, categoría verduras."
P0962,Cepillo dental 324g,Cuidado personal,18970.83,122,paquete,"Cepillo dental 324g de alta calidad, categoría cuidado personal."
P0963,Jugo de naranja 336g,Bebidas,2472.78,225,litro,"Jugo de naranja 336g de alta calidad, categoría bebidas."
P0964,Limpiapisos 427g,Limpieza,12851.41,73,kg,"Limpiapisos 427g de alta calidad, categoría limpieza."
P0965,Coliflor 381g,Verduras,13441.57,243,paquete,"Coliflor 381g de alta calidad, categoría verduras."
P0966,Verduras mixtas 107g,Congelado,10229.47,144,paquete,"Verduras mixtas 107g de alta calidad, categoría congelado."
P0967,Pasta dental 215g,Cuidado personal,3544.23,167,paquete,"Pasta dental 215g de alta calidad, categoría cuidado personal."
P0968,Papas fritas congeladas 359g,Congelado,5440.01,201,unidad,"Papas fritas congeladas 359g de alta calidad, categoría congelado."
P0969,Mango 331g,Frutas,18202.67,66,paquete,"Mango 331g de alta calidad, categoría frutas."
P0970,Paletas de frutas 492g,Congelado,9150.32,243,kg,"Paletas de frutas 492g de alta calidad, categoría congelado."
P0971,Pan baguette 336g,Panadería,2352.58,157,unidad,"Pan baguette 336g de alta calidad, categoría panadería."
P0972,Coliflor 166g,Verduras,8183.19,118,kg,"Coliflor 166g de alta calidad, categoría verduras."
P0973,Brócoli 306g,Verduras,13370.41,206,unidad,"Brócoli 306g de alta calidad, categoría verduras."
P0974,Pasta dental 105g,Cuidado personal,16190.41,263,paquete,"Pasta dental 105g de alta calidad, categoría cuidado personal."
P0975,Costilla de cerdo 395g,Carnes,18842.33,155,litro,"Costilla de cerdo 395g de alta calidad, categoría carnes."
P0976,Enjuague bucal 266g,Cuidado personal,19682.25,50,kg,"Enjuague bucal 266g de alta calidad, categoría cuidado personal."
P0977,Zanahoria 57g,Verduras,12648.62,91,unidad,"Zanahoria 57g de alta calidad, categoría verduras."
P0978,Lomo de res 239g,Carnes,2852.1,84,paquete,"Lomo de res 239g de alta calidad, categoría carnes."
P0979,Salchichas 226g,Carnes,13608.8,43,unidad,"Salchichas 226g de alta calidad, categoría carnes."
P0980,Chuleta de cerdo 150g,Carnes,1326.37,157,paquete,"Chuleta de cerdo 150g de alta calidad, categoría carnes."
P0981,Yogur natural 23g,Lácteos,14285.78,223,unidad,"Yogur natural 23g de alta calidad, categoría lácteos."
P0982,Filete de pescado 2g,Carnes,1184.49,152,paquete,"Filete de pescado 2g de alta calidad, categoría carnes."
